SampDate,SampTime,SampleMethod,ForkLength,TagCode,RaceByTag
"2001-12-22","14:00:00.0000000",2,162,"050764","LateFall"
"2001-12-25","18:00:00.0000000",2,168,"050764","LateFall"
"2001-12-31","23:59:00.0000000",2,148,"050699","LateFall"
"2002-01-03","23:59:00.0000000",2,134,"050764","LateFall"
"2002-01-04","23:59:00.0000000",2,168,"050764","LateFall"
"2002-01-09","18:00:00.0000000",2,180,"050776","LateFall"
"2002-01-10","20:00:00.0000000",2,150,"050776","LateFall"
"2002-01-13","20:00:00.0000000",2,139,"050776","LateFall"
"2002-01-13","22:00:00.0000000",2,177,"050767","LateFall"
"2002-01-14","16:00:00.0000000",2,168,"050776","LateFall"
"2002-01-14","20:00:00.0000000",2,137,"050766","LateFall"
"2002-01-15","02:00:00.0000000",2,156,"050776","LateFall"
"2002-01-16","02:00:00.0000000",2,158,"050769","LateFall"
"2002-01-16","12:00:00.0000000",2,150,"050766","LateFall"
"2002-01-16","14:00:00.0000000",2,151,"050769","LateFall"
"2002-01-17","10:00:00.0000000",2,125,"050774","LateFall"
"2002-01-17","14:00:00.0000000",2,148,"050771","LateFall"
"2002-01-19","02:00:00.0000000",2,170,"050776","LateFall"
"2002-01-19","04:00:00.0000000",2,135,"050776","LateFall"
"2002-01-19","12:00:00.0000000",2,159,"050772","LateFall"
"2002-01-19","18:00:00.0000000",2,137,"050773","LateFall"
"2002-01-20","02:00:00.0000000",2,155,"050773","LateFall"
"2002-01-20","04:00:00.0000000",2,170,"050769","LateFall"
"2002-01-20","10:00:00.0000000",2,145,"050773","LateFall"
"2002-01-20","10:00:00.0000000",2,173,"050771","LateFall"
"2002-01-20","14:00:00.0000000",2,134,"050766","LateFall"
"2002-01-20","14:00:00.0000000",2,136,"055135","LateFall"
"2002-01-21","16:00:00.0000000",2,124,"050766","LateFall"
"2002-01-21","16:00:00.0000000",2,130,"050766","LateFall"
"2002-01-21","16:00:00.0000000",2,135,"050772","LateFall"
"2002-01-21","16:00:00.0000000",2,171,"050769","LateFall"
"2002-01-21","18:00:00.0000000",2,143,"050772","LateFall"
"2002-01-21","18:00:00.0000000",2,150,"050776","LateFall"
"2002-01-21","18:00:00.0000000",2,169,"050772","LateFall"
"2002-01-22","08:00:00.0000000",2,135,"050774","LateFall"
"2002-01-22","10:00:00.0000000",2,138,"055135","LateFall"
"2002-01-22","14:00:00.0000000",2,133,"050771","LateFall"
"2002-01-22","14:00:00.0000000",2,143,"050772","LateFall"
"2002-01-22","14:00:00.0000000",2,146,"050772","LateFall"
"2002-01-22","14:00:00.0000000",2,157,"050770","LateFall"
"2002-01-22","16:00:00.0000000",2,130,"050769","LateFall"
"2002-01-22","18:00:00.0000000",2,129,"050766","LateFall"
"2002-01-23","06:00:00.0000000",2,155,"050772","LateFall"
"2002-01-23","12:00:00.0000000",2,152,"050771","LateFall"
"2002-01-23","14:00:00.0000000",2,157,"050770","LateFall"
"2002-01-23","16:00:00.0000000",2,149,"050772","LateFall"
"2002-01-25","16:00:00.0000000",2,138,"050771","LateFall"
"2002-01-25","20:00:00.0000000",2,146,"050769","LateFall"
"2002-01-28","18:00:00.0000000",2,147,"050770","LateFall"
"2002-01-30","02:00:00.0000000",2,150,"050772","LateFall"
"2002-01-30","18:00:00.0000000",2,150,"050770","LateFall"
"2002-02-02","22:00:00.0000000",2,136,"050770","LateFall"
"2002-02-03","12:00:00.0000000",2,132,"050773","LateFall"
"2002-02-04","14:00:00.0000000",2,137,"050769","LateFall"
"2002-02-06","14:00:00.0000000",2,120,"055135","LateFall"
"2002-02-18","20:00:00.0000000",2,138,"050769","LateFall"
"2002-02-20","18:00:00.0000000",2,147,"050773","LateFall"
"2002-03-02","22:00:00.0000000",2,95,"050772","LateFall"
"2002-03-04","06:00:00.0000000",2,128,"050770","LateFall"
"2002-03-06","06:00:00.0000000",2,61,"0501040303","Fall"
"2002-03-06","14:00:00.0000000",2,131,"050695","LateFall"
"2002-03-07","02:00:00.0000000",2,125,"055135","LateFall"
"2002-03-07","04:00:00.0000000",2,145,"050771","LateFall"
"2002-03-07","16:00:00.0000000",2,111,"050772","LateFall"
"2002-03-07","16:00:00.0000000",2,93,"0501030705","Winter"
"2002-03-08","12:00:00.0000000",2,124,"050774","LateFall"
"2002-03-08","14:00:00.0000000",2,118,"050775","LateFall"
"2002-03-11","18:00:00.0000000",2,116,"050771","LateFall"
"2002-03-12","18:00:00.0000000",2,130,"050774","LateFall"
"2002-03-15","18:00:00.0000000",2,150,"050774","LateFall"
"2002-03-20","06:00:00.0000000",2,73,"0601070702","Fall"
"2002-03-21","10:10:00.0000000",2,105,"0501030907","Winter"
"2002-03-21","12:00:00.0000000",2,120,"055135","LateFall"
"2002-03-25","08:00:00.0000000",2,58,"0501040302","Fall"
"2002-04-07","22:00:00.0000000",2,84,"064452","Fall"
"2002-04-07","22:00:00.0000000",2,87,"0601070703","Fall"
"2002-04-08","12:00:00.0000000",2,89,"064548","Fall"
"2002-04-08","12:00:00.0000000",2,95,"064451","Fall"
"2002-04-08","18:00:00.0000000",2,85,"064548","Fall"
"2002-04-08","20:00:00.0000000",2,134,"050774","LateFall"
"2002-04-08","20:00:00.0000000",2,92,"064451","Fall"
"2002-04-08","22:00:00.0000000",2,80,"064548","Fall"
"2002-04-09","14:00:00.0000000",2,76,"064451","Fall"
"2002-04-09","14:00:00.0000000",2,79,"064548","Fall"
"2002-04-09","14:00:00.0000000",2,82,"064452","Fall"
"2002-04-09","14:00:00.0000000",2,83,"064548","Fall"
"2002-04-09","14:00:00.0000000",2,85,"064452","Fall"
"2002-04-09","14:00:00.0000000",2,85,"064548","Fall"
"2002-04-09","14:00:00.0000000",2,86,"064452","Fall"
"2002-04-09","14:00:00.0000000",2,95,"064451","Fall"
"2002-04-09","16:00:00.0000000",2,74,"064548","Fall"
"2002-04-09","16:00:00.0000000",2,80,"064451","Fall"
"2002-04-09","16:00:00.0000000",2,82,"064452","Fall"
"2002-04-09","18:00:00.0000000",2,80,"064452","Fall"
"2002-04-09","20:00:00.0000000",2,81,"064452","Fall"
"2002-04-09","20:00:00.0000000",2,84,"064452","Fall"
"2002-04-09","20:00:00.0000000",2,85,"064452","Fall"
"2002-04-09","22:00:00.0000000",2,80,"064548","Fall"
"2002-04-09","22:00:00.0000000",2,82,"064452","Fall"
"2002-04-09","22:00:00.0000000",2,84,"064452","Fall"
"2002-04-09","22:00:00.0000000",2,89,"064451","Fall"
"2002-04-09","23:59:00.0000000",2,90,"064451","Fall"
"2002-04-09","23:59:00.0000000",2,80,"064452","Fall"
"2002-04-09","23:59:00.0000000",2,80,"064548","Fall"
"2002-04-10","02:00:00.0000000",2,80,"064548","Fall"
"2002-04-10","02:00:00.0000000",2,85,"064548","Fall"
"2002-04-10","02:00:00.0000000",2,86,"064452","Fall"
"2002-04-10","04:00:00.0000000",2,87,"064452","Fall"
"2002-04-10","04:00:00.0000000",2,83,"064452","Fall"
"2002-04-10","04:00:00.0000000",2,86,"064452","Fall"
"2002-04-10","04:00:00.0000000",2,89,"064452","Fall"
"2002-04-10","06:00:00.0000000",2,80,"064451","Fall"
"2002-04-10","06:00:00.0000000",2,82,"064452","Fall"
"2002-04-10","06:00:00.0000000",2,83,"064452","Fall"
"2002-04-10","06:00:00.0000000",2,86,"064452","Fall"
"2002-04-10","06:00:00.0000000",2,90,"064548","Fall"
"2002-04-10","08:00:00.0000000",2,78,"064548","Fall"
"2002-04-10","08:00:00.0000000",2,82,"064452","Fall"
"2002-04-10","08:00:00.0000000",2,86,"064452","Fall"
"2002-04-10","12:00:00.0000000",2,83,"064451","Fall"
"2002-04-10","12:00:00.0000000",2,79,"064452","Fall"
"2002-04-10","14:00:00.0000000",2,80,"064452","Fall"
"2002-04-10","16:00:00.0000000",2,88,"064451","Fall"
"2002-04-10","16:00:00.0000000",2,77,"064548","Fall"
"2002-04-10","16:00:00.0000000",2,78,"064451","Fall"
"2002-04-10","16:00:00.0000000",2,78,"064548","Fall"
"2002-04-10","16:00:00.0000000",2,82,"064451","Fall"
"2002-04-10","16:00:00.0000000",2,82,"064452","Fall"
"2002-04-10","16:00:00.0000000",2,83,"064452","Fall"
"2002-04-10","16:00:00.0000000",2,83,"064548","Fall"
"2002-04-10","16:00:00.0000000",2,85,"064548","Fall"
"2002-04-10","16:00:00.0000000",2,86,"064548","Fall"
"2002-04-10","16:00:00.0000000",2,74,"064548","Fall"
"2002-04-10","18:00:00.0000000",2,78,"064548","Fall"
"2002-04-10","18:00:00.0000000",2,81,"064451","Fall"
"2002-04-10","20:00:00.0000000",2,78,"064452","Fall"
"2002-04-10","20:00:00.0000000",2,84,"064452","Fall"
"2002-04-10","20:00:00.0000000",2,87,"064451","Fall"
"2002-04-10","20:00:00.0000000",2,87,"064548","Fall"
"2002-04-10","20:00:00.0000000",2,90,"064451","Fall"
"2002-04-10","22:00:00.0000000",2,82,"064452","Fall"
"2002-04-10","22:00:00.0000000",2,91,"064451","Fall"
"2002-04-10","22:00:00.0000000",2,88,"064548","Fall"
"2002-04-10","22:00:00.0000000",2,88,"064452","Fall"
"2002-04-10","22:00:00.0000000",2,87,"064452","Fall"
"2002-04-10","22:00:00.0000000",2,83,"064451","Fall"
"2002-04-10","22:00:00.0000000",2,82,"064451","Fall"
"2002-04-10","22:00:00.0000000",2,80,"064451","Fall"
"2002-04-10","22:00:00.0000000",2,79,"064548","Fall"
"2002-04-10","22:00:00.0000000",2,83,"064452","Fall"
"2002-04-10","23:59:00.0000000",2,85,"064548","Fall"
"2002-04-10","23:59:00.0000000",2,82,"064548","Fall"
"2002-04-10","23:59:00.0000000",2,84,"064451","Fall"
"2002-04-10","23:59:00.0000000",2,84,"064452","Fall"
"2002-04-11","02:00:00.0000000",2,100,"064452","Fall"
"2002-04-11","02:00:00.0000000",2,89,"064451","Fall"
"2002-04-11","02:00:00.0000000",2,80,"064451","Fall"
"2002-04-11","02:00:00.0000000",2,88,"064452","Fall"
"2002-04-11","02:00:00.0000000",2,84,"064452","Fall"
"2002-04-11","04:00:00.0000000",2,85,"064548","Fall"
"2002-04-11","04:00:00.0000000",2,90,"064451","Fall"
"2002-04-11","04:00:00.0000000",2,90,"064548","Fall"
"2002-04-11","06:00:00.0000000",2,85,"064548","Fall"
"2002-04-11","06:00:00.0000000",2,75,"064548","Fall"
"2002-04-11","06:00:00.0000000",2,80,"064451","Fall"
"2002-04-11","06:00:00.0000000",2,85,"064451","Fall"
"2002-04-11","08:00:00.0000000",2,83,"064548","Fall"
"2002-04-11","12:00:00.0000000",2,82,"064451","Fall"
"2002-04-11","12:00:00.0000000",2,84,"064451","Fall"
"2002-04-11","12:00:00.0000000",2,79,"064548","Fall"
"2002-04-11","14:00:00.0000000",2,84,"064548","Fall"
"2002-04-11","14:00:00.0000000",2,85,"064548","Fall"
"2002-04-11","18:00:00.0000000",2,84,"064452","Fall"
"2002-04-11","20:00:00.0000000",2,80,"064451","Fall"
"2002-04-11","22:00:00.0000000",2,83,"064451","Fall"
"2002-04-11","22:00:00.0000000",2,96,"064451","Fall"
"2002-04-11","22:00:00.0000000",2,86,"064548","Fall"
"2002-04-11","22:00:00.0000000",2,84,"060272","Fall"
"2002-04-12","02:00:00.0000000",2,80,"064451","Fall"
"2002-04-12","14:00:00.0000000",2,78,"064548","Fall"
"2002-04-12","23:59:00.0000000",2,80,"064451","Fall"
"2002-04-13","02:00:00.0000000",2,81,"064548","Fall"
"2002-04-13","02:00:00.0000000",2,79,"064548","Fall"
"2002-04-13","04:00:00.0000000",2,80,"064463","Fall"
"2002-04-13","14:00:00.0000000",2,83,"064451","Fall"
"2002-04-13","23:59:00.0000000",2,70,"064548","Fall"
"2002-04-13","23:59:00.0000000",2,85,"064452","Fall"
"2002-04-14","04:00:00.0000000",2,81,"064451","Fall"
"2002-04-14","16:00:00.0000000",2,79,"064548","Fall"
"2002-04-14","20:00:00.0000000",2,85,"0601070700","Fall"
"2002-04-14","23:59:00.0000000",2,78,"064451","Fall"
"2002-04-15","02:00:00.0000000",2,80,"062722","Fall"
"2002-04-15","04:00:00.0000000",2,75,"064548","Fall"
"2002-04-15","04:00:00.0000000",2,91,"0601070706","Fall"
"2002-04-15","23:59:00.0000000",2,81,"064462","Fall"
"2002-04-16","02:00:00.0000000",2,85,"064451","Fall"
"2002-04-16","06:00:00.0000000",2,80,"064548","Fall"
"2002-04-17","12:00:00.0000000",2,76,"064452","Fall"
"2002-04-17","23:59:00.0000000",2,86,"064451","Fall"
"2002-04-18","04:00:00.0000000",2,90,"060246","Fall"
"2002-04-18","23:59:00.0000000",2,88,"062723","Fall"
"2002-04-20","23:59:00.0000000",2,83,"060273","Fall"
"2002-04-21","04:00:00.0000000",2,85,"062722","Fall"
"2002-04-21","04:00:00.0000000",2,84,"060261","Fall"
"2002-04-21","08:00:00.0000000",2,85,"060272","Fall"
"2002-04-21","14:00:00.0000000",2,84,"064451","Fall"
"2002-04-22","04:00:00.0000000",2,80,"064472","Fall"
"2002-04-22","06:00:00.0000000",2,89,"064452","Fall"
"2002-04-23","04:00:00.0000000",2,80,"062722","Fall"
"2002-04-23","23:59:00.0000000",2,88,"064458","Fall"
"2002-04-24","23:59:00.0000000",2,85,"062723","Fall"
"2002-04-25","06:00:00.0000000",2,91,"064548","Fall"
"2002-04-26","02:00:00.0000000",2,85,"062723","Fall"
"2002-04-26","06:00:00.0000000",2,85,"060273","Fall"
"2002-04-26","22:00:00.0000000",2,87,"064458","Fall"
"2002-04-27","02:00:00.0000000",2,85,"064458","Fall"
"2002-04-27","02:00:00.0000000",2,88,"060263","Fall"
"2002-04-29","02:00:00.0000000",2,89,"064471","Fall"
"2002-04-29","08:00:00.0000000",2,81,"064458","Fall"
"2002-04-29","08:00:00.0000000",2,87,"064457","Fall"
"2002-04-29","20:00:00.0000000",2,90,"064472","Fall"
"2002-04-30","02:00:00.0000000",2,93,"064474","Fall"
"2002-04-30","04:00:00.0000000",2,83,"064472","Fall"
"2002-04-30","06:00:00.0000000",2,93,"064460","Fall"
"2002-05-01","02:00:00.0000000",2,88,"060274","Fall"
"2002-05-01","08:00:00.0000000",2,90,"064474","Fall"
"2002-05-01","23:59:00.0000000",2,89,"062722","Fall"
"2002-05-02","18:00:00.0000000",2,85,"064476","Fall"
"2002-05-02","20:00:00.0000000",2,79,"064477","Fall"
"2002-05-03","02:00:00.0000000",2,85,"064476","Fall"
"2002-05-03","04:00:00.0000000",2,85,"064457","Fall"
"2002-05-03","04:00:00.0000000",2,85,"064458","Fall"
"2002-05-03","08:00:00.0000000",2,93,"064460","Fall"
"2002-05-03","16:00:00.0000000",2,93,"060263","Fall"
"2002-05-03","22:00:00.0000000",2,89,"064458","Fall"
"2002-05-04","02:00:00.0000000",2,92,"064470","Fall"
"2002-05-05","04:00:00.0000000",2,80,"064477","Fall"
"2002-05-05","18:00:00.0000000",2,100,"064472","Fall"
"2002-05-06","22:00:00.0000000",2,85,"064470","Fall"
"2002-05-06","22:00:00.0000000",2,95,"064469","Fall"
"2002-05-06","23:59:00.0000000",2,87,"064470","Fall"
"2002-05-07","02:00:00.0000000",2,80,"064478","Fall"
"2002-05-07","22:00:00.0000000",2,89,"064468","Fall"
"2002-05-08","04:00:00.0000000",2,89,"065863","Fall"
"2002-05-08","06:00:00.0000000",2,87,"064486","Fall"
"2002-05-09","20:00:00.0000000",2,90,"064472","Fall"
"2002-05-10","18:00:00.0000000",2,87,"064446","Fall"
"2002-05-14","06:00:00.0000000",2,95,"064406","Fall"
"2002-10-09","23:59:00.0000000",2,153,"064925","Fall"
"2002-10-12","14:00:00.0000000",2,179,"064926","Fall"
"2002-10-15","12:00:00.0000000",2,184,"060277","Fall"
"2002-10-17","14:00:00.0000000",2,160,"064927","Fall"
"2002-10-19","08:00:00.0000000",2,182,"060277","Fall"
"2002-10-21","20:00:00.0000000",2,165,"060279","Fall"
"2002-10-22","14:00:00.0000000",2,168,"060277","Fall"
"2002-10-23","16:00:00.0000000",2,168,"060276","Fall"
"2002-10-25","08:00:00.0000000",2,169,"060277","Fall"
"2002-10-25","18:00:00.0000000",2,165,"060276","Fall"
"2002-10-25","20:00:00.0000000",2,179,"060276","Fall"
"2002-10-27","22:00:00.0000000",2,165,"060278","Fall"
"2002-11-01","20:00:00.0000000",2,178,"064926","Fall"
"2002-11-03","20:00:00.0000000",2,163,"060276","Fall"
"2002-11-03","23:59:00.0000000",2,164,"060278","Fall"
"2002-11-04","18:00:00.0000000",2,173,"060278","Fall"
"2002-11-04","18:00:00.0000000",2,184,"060276","Fall"
"2002-11-15","14:00:00.0000000",2,162,"060276","Fall"
"2002-11-17","16:00:00.0000000",2,174,"060278","Fall"
"2002-11-22","08:00:00.0000000",2,177,"060276","Fall"
"2002-11-27","16:00:00.0000000",2,160,"060278","Fall"
"2002-12-15","23:59:00.0000000",2,161,"051167","LateFall"
"2002-12-16","18:00:00.0000000",2,138,"051167","LateFall"
"2002-12-18","15:30:00.0000000",2,163,"051168","LateFall"
"2002-12-19","14:00:00.0000000",2,145,"055138","LateFall"
"2002-12-19","15:30:00.0000000",2,123,"051097","LateFall"
"2002-12-20","16:00:00.0000000",2,148,"051098","LateFall"
"2002-12-20","18:00:00.0000000",2,145,"051168","LateFall"
"2002-12-21","02:00:00.0000000",2,134,"051168","LateFall"
"2002-12-21","16:00:00.0000000",2,152,"055138","LateFall"
"2002-12-21","18:00:00.0000000",2,140,"055138","LateFall"
"2002-12-21","18:00:00.0000000",2,151,"051094","LateFall"
"2002-12-23","10:00:00.0000000",2,137,"051098","LateFall"
"2002-12-23","12:00:00.0000000",2,138,"055138","LateFall"
"2002-12-23","14:00:00.0000000",2,130,"051094","LateFall"
"2002-12-23","18:00:00.0000000",2,134,"051094","LateFall"
"2002-12-24","12:00:00.0000000",2,139,"055138","LateFall"
"2002-12-24","12:00:00.0000000",2,161,"051094","LateFall"
"2002-12-24","14:00:00.0000000",2,170,"060278","Fall"
"2002-12-24","14:00:00.0000000",2,176,"060281","Fall"
"2002-12-24","18:00:00.0000000",2,151,"051168","LateFall"
"2002-12-25","10:00:00.0000000",2,127,"051097","LateFall"
"2002-12-25","10:00:00.0000000",2,159,"055138","LateFall"
"2002-12-25","22:00:00.0000000",2,132,"051168","LateFall"
"2002-12-26","20:00:00.0000000",2,121,"051168","LateFall"
"2002-12-27","02:00:00.0000000",2,168,"064925","Fall"
"2002-12-27","08:00:00.0000000",2,152,"055138","LateFall"
"2002-12-28","14:00:00.0000000",2,184,"060280","Fall"
"2002-12-28","16:00:00.0000000",2,136,"055138","LateFall"
"2002-12-29","16:00:00.0000000",2,133,"051168","LateFall"
"2002-12-29","18:00:00.0000000",2,158,"051094","LateFall"
"2002-12-29","20:00:00.0000000",2,136,"051168","LateFall"
"2002-12-30","02:00:00.0000000",2,126,"051168","LateFall"
"2002-12-30","16:00:00.0000000",2,135,"055138","LateFall"
"2002-12-31","16:00:00.0000000",2,141,"051168","LateFall"
"2002-12-31","18:00:00.0000000",2,131,"051168","LateFall"
"2002-12-31","18:00:00.0000000",2,152,"055138","LateFall"
"2002-12-31","22:00:00.0000000",2,136,"051168","LateFall"
"2003-01-01","08:00:00.0000000",2,154,"051168","LateFall"
"2003-01-01","16:00:00.0000000",2,162,"055138","LateFall"
"2003-01-01","20:00:00.0000000",2,138,"051094","LateFall"
"2003-01-02","14:00:00.0000000",2,180,"051094","LateFall"
"2003-01-02","16:00:00.0000000",2,174,"055138","LateFall"
"2003-01-03","18:00:00.0000000",2,120,"051168","LateFall"
"2003-01-03","22:00:00.0000000",2,132,"055138","LateFall"
"2003-01-06","02:00:00.0000000",2,141,"055138","LateFall"
"2003-01-07","12:00:00.0000000",2,127,"051168","LateFall"
"2003-01-07","16:00:00.0000000",2,122,"051098","LateFall"
"2003-01-10","14:00:00.0000000",2,154,"051164","LateFall"
"2003-01-11","12:00:00.0000000",2,140,"051091","LateFall"
"2003-01-11","12:00:00.0000000",2,148,"051095","LateFall"
"2003-01-11","14:00:00.0000000",2,142,"051095","LateFall"
"2003-01-11","16:00:00.0000000",2,175,"055139","LateFall"
"2003-01-11","16:00:00.0000000",2,150,"051091","LateFall"
"2003-01-11","16:00:00.0000000",2,156,"051095","LateFall"
"2003-01-12","12:00:00.0000000",2,143,"051095","LateFall"
"2003-01-12","14:00:00.0000000",2,156,"051164","LateFall"
"2003-01-12","14:00:00.0000000",2,149,"051091","LateFall"
"2003-01-12","14:00:00.0000000",2,148,"051092","LateFall"
"2003-01-12","14:00:00.0000000",2,168,"051093","LateFall"
"2003-01-12","16:00:00.0000000",2,160,"051095","LateFall"
"2003-01-12","16:00:00.0000000",2,185,"055139","LateFall"
"2003-01-12","16:00:00.0000000",2,172,"051092","LateFall"
"2003-01-12","16:00:00.0000000",2,165,"051164","LateFall"
"2003-01-12","16:00:00.0000000",2,161,"051092","LateFall"
"2003-01-12","16:00:00.0000000",2,156,"051095","LateFall"
"2003-01-12","16:00:00.0000000",2,155,"055139","LateFall"
"2003-01-12","16:00:00.0000000",2,155,"051091","LateFall"
"2003-01-12","16:00:00.0000000",2,145,"055139","LateFall"
"2003-01-12","16:00:00.0000000",2,143,"055139","LateFall"
"2003-01-12","16:00:00.0000000",2,163,"051092","LateFall"
"2003-01-12","18:00:00.0000000",2,175,"055139","LateFall"
"2003-01-12","18:00:00.0000000",2,198,"051094","LateFall"
"2003-01-12","18:00:00.0000000",2,165,"051099","LateFall"
"2003-01-12","18:00:00.0000000",2,164,"055139","LateFall"
"2003-01-12","18:00:00.0000000",2,164,"051093","LateFall"
"2003-01-12","18:00:00.0000000",2,157,"051091","LateFall"
"2003-01-12","18:00:00.0000000",2,139,"051091","LateFall"
"2003-01-12","18:00:00.0000000",2,169,"051164","LateFall"
"2003-01-12","22:00:00.0000000",2,172,"051164","LateFall"
"2003-01-13","08:00:00.0000000",2,165,"051095","LateFall"
"2003-01-13","08:00:00.0000000",2,106,"055138","LateFall"
"2003-01-13","08:00:00.0000000",2,171,"055139","LateFall"
"2003-01-13","08:00:00.0000000",2,172,"051092","LateFall"
"2003-01-13","12:00:00.0000000",2,132,"051099","LateFall"
"2003-01-13","12:00:00.0000000",2,143,"055139","LateFall"
"2003-01-13","14:00:00.0000000",2,153,"051165","LateFall"
"2003-01-13","14:00:00.0000000",2,164,"051099","LateFall"
"2003-01-13","16:00:00.0000000",2,155,"051091","LateFall"
"2003-01-13","16:00:00.0000000",2,160,"051164","LateFall"
"2003-01-13","16:00:00.0000000",2,160,"051099","LateFall"
"2003-01-13","16:00:00.0000000",2,160,"051095","LateFall"
"2003-01-13","16:00:00.0000000",2,149,"055139","LateFall"
"2003-01-13","16:00:00.0000000",2,142,"051091","LateFall"
"2003-01-13","16:00:00.0000000",2,130,"051091","LateFall"
"2003-01-13","16:00:00.0000000",2,150,"055139","LateFall"
"2003-01-13","18:00:00.0000000",2,132,"051165","LateFall"
"2003-01-13","18:00:00.0000000",2,155,"055139","LateFall"
"2003-01-13","18:00:00.0000000",2,162,"051099","LateFall"
"2003-01-13","18:00:00.0000000",2,180,"051093","LateFall"
"2003-01-13","18:00:00.0000000",2,190,"051093","LateFall"
"2003-01-14","06:00:00.0000000",2,190,"051093","LateFall"
"2003-01-14","06:00:00.0000000",2,148,"051093","LateFall"
"2003-01-14","08:00:00.0000000",2,139,"055139","LateFall"
"2003-01-14","10:00:00.0000000",2,162,"051168","LateFall"
"2003-01-14","14:00:00.0000000",2,153,"051093","LateFall"
"2003-01-14","16:00:00.0000000",2,125,"051091","LateFall"
"2003-01-14","16:00:00.0000000",2,184,"051091","LateFall"
"2003-01-14","16:00:00.0000000",2,174,"051093","LateFall"
"2003-01-14","16:00:00.0000000",2,160,"055139","LateFall"
"2003-01-14","16:00:00.0000000",2,155,"051091","LateFall"
"2003-01-14","16:00:00.0000000",2,152,"051091","LateFall"
"2003-01-14","16:00:00.0000000",2,144,"051093","LateFall"
"2003-01-14","16:00:00.0000000",2,142,"051091","LateFall"
"2003-01-14","20:00:00.0000000",2,158,"051093","LateFall"
"2003-01-14","22:00:00.0000000",2,154,"051092","LateFall"
"2003-01-15","06:00:00.0000000",2,123,"051165","LateFall"
"2003-01-15","06:00:00.0000000",2,141,"051091","LateFall"
"2003-01-15","10:00:00.0000000",2,159,"051091","LateFall"
"2003-01-15","12:00:00.0000000",2,155,"051092","LateFall"
"2003-01-15","12:00:00.0000000",2,156,"055139","LateFall"
"2003-01-15","14:00:00.0000000",2,156,"055139","LateFall"
"2003-01-15","14:00:00.0000000",2,149,"051165","LateFall"
"2003-01-15","14:00:00.0000000",2,132,"051095","LateFall"
"2003-01-15","14:00:00.0000000",2,144,"051092","LateFall"
"2003-01-15","14:00:00.0000000",2,175,"055139","LateFall"
"2003-01-15","14:00:00.0000000",2,147,"055139","LateFall"
"2003-01-15","16:00:00.0000000",2,140,"051164","LateFall"
"2003-01-15","16:00:00.0000000",2,145,"051095","LateFall"
"2003-01-15","16:00:00.0000000",2,145,"055139","LateFall"
"2003-01-15","16:00:00.0000000",2,150,"051091","LateFall"
"2003-01-15","16:00:00.0000000",2,152,"051165","LateFall"
"2003-01-15","18:00:00.0000000",2,156,"051091","LateFall"
"2003-01-15","18:00:00.0000000",2,169,"055139","LateFall"
"2003-01-15","18:00:00.0000000",2,116,"051099","LateFall"
"2003-01-15","18:00:00.0000000",2,200,"051092","LateFall"
"2003-01-15","20:00:00.0000000",2,145,"051091","LateFall"
"2003-01-15","20:00:00.0000000",2,150,"051092","LateFall"
"2003-01-15","20:00:00.0000000",2,153,"051095","LateFall"
"2003-01-15","20:00:00.0000000",2,157,"051099","LateFall"
"2003-01-15","20:00:00.0000000",2,158,"051091","LateFall"
"2003-01-15","20:00:00.0000000",2,162,"051099","LateFall"
"2003-01-16","02:00:00.0000000",2,147,"051095","LateFall"
"2003-01-16","02:00:00.0000000",2,164,"051093","LateFall"
"2003-01-16","06:00:00.0000000",2,162,"051164","LateFall"
"2003-01-16","06:00:00.0000000",2,211,"051098","LateFall"
"2003-01-16","06:00:00.0000000",2,146,"051091","LateFall"
"2003-01-16","08:00:00.0000000",2,140,"051095","LateFall"
"2003-01-16","10:00:00.0000000",2,117,"051168","LateFall"
"2003-01-16","12:00:00.0000000",2,160,"055139","LateFall"
"2003-01-16","12:00:00.0000000",2,162,"051164","LateFall"
"2003-01-16","12:00:00.0000000",2,171,"051164","LateFall"
"2003-01-16","16:00:00.0000000",2,170,"055139","LateFall"
"2003-01-16","18:00:00.0000000",2,178,"051099","LateFall"
"2003-01-16","20:00:00.0000000",2,140,"051164","LateFall"
"2003-01-16","22:00:00.0000000",2,135,"051095","LateFall"
"2003-01-16","22:00:00.0000000",2,155,"055139","LateFall"
"2003-01-17","02:00:00.0000000",2,167,"051092","LateFall"
"2003-01-17","04:00:00.0000000",2,149,"051093","LateFall"
"2003-01-17","08:00:00.0000000",2,157,"051093","LateFall"
"2003-01-17","08:00:00.0000000",2,145,"051093","LateFall"
"2003-01-17","10:00:00.0000000",2,174,"051099","LateFall"
"2003-01-17","14:00:00.0000000",2,168,"051099","LateFall"
"2003-01-17","18:00:00.0000000",2,135,"051165","LateFall"
"2003-01-17","18:00:00.0000000",2,155,"051095","LateFall"
"2003-01-17","20:00:00.0000000",2,150,"051091","LateFall"
"2003-01-17","22:00:00.0000000",2,155,"051095","LateFall"
"2003-01-18","04:00:00.0000000",2,174,"055138","LateFall"
"2003-01-18","08:00:00.0000000",2,162,"051091","LateFall"
"2003-01-18","08:00:00.0000000",2,165,"051092","LateFall"
"2003-01-18","08:00:00.0000000",2,159,"051093","LateFall"
"2003-01-19","02:00:00.0000000",2,165,"051095","LateFall"
"2003-01-19","10:00:00.0000000",2,130,"051093","LateFall"
"2003-01-19","10:00:00.0000000",2,146,"055139","LateFall"
